,titles_authors
914,"['nothing, janne teller', 'uncle vampire, cynthia d. grant', 'nichts, janne teller', 'nada, janne teller']"
915,"['rock hard, nalini singh', 'game for marriage, karen erickson', 'lover, marni mann', 'hard and fast, erin mccarthy', 'coming in from the cold, sarina bowen', 'irresistibly yours, lauren layne', 'double play, jill shalvis', 'the perfect play, jaci burton', 'playing to win, jaci burton', 'tempting the player, j. lynn', 'the play, karina halle', 'the all-star antes up, nancy herkness', 'play with me, kristen proby', 'flat-out sexy, erin mccarthy', 'easy charm, kristen proby', 'hot finish, erin mccarthy', 'even the score, beth ehemann', 'changing the game, jaci burton', 'easy love, kristen proby']"
916,"['white crow, marcus sedgwick', 'bliss, lauren myracle', 'amity, micol ostow', ""five nights at freddy's, scott cawthon"", 'the betrayal, r.l. stine']"
917,"['the lives of tao, wesley chu', 'city of stairs, robert jackson bennett', 'supervillains anonymous, lexie dunne', 'the accidental sorcerer, k.e. mills', 'the mammoth book of vampire romance, trisha telep', 'superheroes anonymous, lexie dunne', 'vicious, victoria schwab']"
918,"['mrs. pollifax pursued, dorothy gilman', 'mrs. pollifax unveiled, dorothy gilman', 'mrs. pollifax and the lion killer, dorothy gilman', 'a palm for mrs. pollifax, dorothy gilman']"
919,"['dark lord of derkholm, diana wynne jones', ""the dragonslayer's sword, resa nelson"", 'inheritance, christopher paolini', 'the alchemists of loom, elise kova', 'a feast of dragons, morgan rice', 'beckoning fates, turtleme*', 'song in the silence, elizabeth kerner', 'the earthsea quartet, ursula k. le guin', 'das vermächtnis der drachenreiter, christopher paolini', 'eragon, christopher paolini', 'un nuovo regno, licia troisi', 'the cry of the icemark, stuart hill', 'eldest, christopher paolini', 'brisingr, christopher paolini', 'la setta degli assassini, licia troisi']"
920,"['steal the dragon, patricia briggs', 'rhapsody, elizabeth haydon', 'the shadowed sun, n.k. jemisin', ""kushiel's scion, jacqueline carey"", ""kushiel's justice, jacqueline carey"", ""kushiel's mercy, jacqueline carey"", 'the house of gaian, anne bishop', ""kushiel's chosen, jacqueline carey"", ""magic's price, mercedes lackey"", ""naamah's curse, jacqueline carey"", 'daggerspell, katharine kerr', 'path of blood, diana pharaoh francis', 'the robin & the kestrel, mercedes lackey', 'path of honor, diana pharaoh francis']"
921,"['if i fix you, abigail johnson', 'famous in love, rebecca serle', 'i see london, i see france, sarah mlynowski', 'geekerella, ashley poston', 'listen to your heart, kasie west', 'it only happens in the movies, holly bourne', 'falling fast, sophie mckenzie', 'the odds of loving grover cleveland, rebekah crane', 'love, life, and the list, kasie west', 'love from a to z, s.k. ali', 'once and for all, sarah dessen', 'grace and the fever, zan romanoff', 'from twinkle, with love, sandhya menon', 'the impossible vastness of us, samantha young', 'geekerela, ashley poston', 'p.s. i like you, kasie west', 'always and forever, lara jean, jenny han']"
922,"['save me the waltz, zelda fitzgerald', 'south riding, winifred holtby', 'king jesus, robert graves', 'less than angels, barbara pym', 'all passion spent, vita sackville-west', 'our spoons came from woolworths, barbara comyns', 'a month in the country, j.l. carr', 'the beginning of spring, penelope fitzgerald', 'someone at a distance, dorothy whipple', 'the last september, elizabeth bowen', 'the go-between, l.p. hartley', 'the book of ebenezer le page, g.b. edwards']"
923,[]
924,"['the fiery trial, eric foner', 'john brown, abolitionist, david s. reynolds', 'the lincoln conspiracy, brad meltzer', 'team of rivals, doris kearns goodwin', 'tried by war, james m. mcpherson', 'a. lincoln, ronald c. white jr.', 'grant, ron chernow', 'with malice toward none, stephen b. oates', 'lincoln, david herbert donald', 'grant, jean edward smith', 'the immortal irishman, tim egan']"
925,"['if i could turn back time, beth harbison', 'a week in summer, maeve binchy', 'the queen of wishful thinking, milly johnson', 'distant shores, kristin hannah', 'a lowcountry wedding, mary alice monroe', 'one less problem without you, beth harbison', 'tell me something, adele parks', 'new uses for old boyfriends, beth kendrick', 'days of awe, lauren fox', 'keeper of the light, diane chamberlain', 'thursdays in the park, hilary boyd', 'after you left, carol mason', 'escape, barbara delinsky', 'lift and separate, marilyn simon rothstein', 'sweet salt air, barbara delinsky', 'the summer i dared, barbara delinsky', 'heat wave, nancy thayer', 'wallflower in bloom, claire cook', 'the scoop, fern michaels', 'blueprints, barbara delinsky', 'the summer that made us, robyn carr', ""it's the little things, erica james"", 'growing season, melanie lageschulte', 'the woman who stole my life, marian keyes', 'babyville, jane green', 'what if?, shari low', 'suddenly, barbara delinsky', 'four friends, robyn carr', 'rainy day sisters, kate hewitt', ""her mother's shadow, diane chamberlain"", 'tempting fate, jane green', 'voices in summer, rosamunde pilcher', 'dakota home, debbie macomber', 'looking for peyton place, barbara delinsky', 'a drop in the ocean, jenni ogden', 'saving grace, jane green', 'on second thought, kristan higgins', 'a single thread, marie bostwick', 'dakota born, debbie macomber', 'the ballroom class, lucy dillon', 'where we fall, rochelle b. weinstein', 'all i ever wanted, lucy dillon', ""molly's millions, victoria connelly""]"
926,"['landline, rainbow rowell', 'to have and to hold, jane green', 'always, sarah jio', 'losing the moon, patti callahan henry', 'the one that i want, allison winn scotch', 'the divorce papers, susan rieger', 'the bright side of disaster, katherine center', 'the first husband, laura dave', 'last night at chateau marmont, lauren weisberger', 'the lemon grove, helen walsh', 'big cherry holler, adriana trigiani', 'the next best thing, jennifer weiner', 'forever, interrupted, taylor jenkins reid', 'certain girls, jennifer weiner', 'austenland, shannon hale', 'at first sight, nicholas sparks', 'chose the wrong guy, gave him the wrong finger, beth harbison', 'george and lizzie, nancy pearl', '44 charles street, danielle steel', 'fairytale, danielle steel', 'the supreme macaroni company, adriana trigiani']"
927,"['bad gays, huw lemmey', 'fanny and stella, neil mckenna', 'aimée & jaguar, erica fischer', 'bygone badass broads, mackenzi lee']"
928,"['the other boy, hailey abbott', 'proof of forever, lexa hillyer', ""jesse's girl, miranda kenneally"", 'jersey angel, beth ann bauman']"
929,"['holme for the holidays, miranda macleod', 'veritas, m.j. duncan', 'the price of salt, claire morgan', 'damage control, jae*', 'carol, claire morgan', 'symphony in blue, m.j. duncan', 'all that lies within, lynn ames', 'and playing the role of herself, k.e. lane', 'under a falling star, jae*', 'turbulence, e.j. noyes']"
930,"['tribesmen, adam cesare']"
931,"['granny dan, danielle steel', 'class reunion, rona jaffe', 'tully, paullina simons', 'vendetta, jackie collins', 'once is not enough, jacqueline susann', 'the most wanted, jacquelyn mitchard', 'the bridges of madison county, robert james waller', 'the class, erich segal', 'all he ever wanted, anita shreve', 'thurston house, danielle steel', 'zoya, danielle steel', 'waiting to exhale, terry mcmillan', 'the ring, danielle steel', 'that girl from nowhere, dorothy koomson', 'the sumerton women, d.l. bogdan', 'a good woman, danielle steel', 'a woman of substance, barbara taylor bradford', 'wanderlust, danielle steel', 'to be the best, barbara taylor bradford']"
932,"['goldi rocks and the three bears, corey rosen schwartz', 'prayer for a child, rachel field', 'the berenstain bears, mike berenstain', 'star wars, elizabeth schaefer', ""ruby's perfect day, susan hill"", 'the night before first grade, natasha wing', 'joseph had a little overcoat, simms taback', 'the berenstain bears accept no substitutes, stan berenstain', ""it's true, mercer mayer"", ""i'm really ever so not well, lauren child"", 'orangey the goldfish, eddie bee', 'princess diadora, eddie bee', 'mirette on the high wire, emily arnold mccully', 'beauty and the beast, ellen titlebaum', ""whoops! but it wasn't me, lauren child"", 'my little pony, magnolia belle']"
933,"['the mystery of the stolen diamonds, david a. adler', ""gargoyles don't drive school buses, debbie dadey"", 'the halloween hoax, carolyn keene', 'the ninth nugget, ron roy', 'the lucky lottery, ron roy', ""the goose's gold, ron roy"", ""nancy clancy, super sleuth, jane o'connor"", 'amy and the missing puppy, callie barkley', 'the pinstripe ghost, david a. kelly', 'the school skeleton, ron roy', ""the vampire's vacation, ron roy"", ""vampires don't wear polka dots, debbie dadey"", 'young cam jansen and the dinosaur game, david a. adler', ""horten's incredible illusions, lissa evans"", 'the runaway racehorse, ron roy', ""martians don't take temperatures, debbie dadey"", 'the absent author, ron roy', 'nate the great, marjorie weinman sharmat', 'the invisible island, ron roy']"
934,"[""the woman's hour, elaine f. weiss"", 'the real north korea, andrei lankov', ""nature's metropolis, william cronon"", 'cadillac desert, marc reisner', 'how to hide an empire, daniel immerwahr', 'ten restaurants that changed america, paul freedman', 'acid dreams, martin a. lee', ""don't know much about history, kenneth c. davis"", 'how the post office created america, winifred gallagher', 'overthrow, stephen kinzer', 'the twentieth century, howard zinn', 'legacy of ashes, tim weiner', 'democracy in chains, nancy maclean', 'the american spirit, david mccullough', ""albion's seed, david hackett fischer"", 'david crockett, michael wallis', 'fantasyland, kurt andersen', 'scandal at bizarre, cynthia a. kierner', 'american nations, colin woodard', 'the case for impeachment, allan j. lichtman', 'american midnight, adam hochschild', 'then everything changed, jeff greenfield', 'a fever in the heartland, timothy egan', 'god save texas, lawrence wright', 'city of the century, donald l. miller', 'the third coast, thomas dyja', 'imbeciles, adam cohen', 'season of the witch, david talbot', 'the only plane in the sky, garrett m. graff', 'the oath, jeffrey toobin', 'the soul of america, jon meacham', 'america (the book), jon stewart', 'the nine, jeffrey toobin']"
935,"['the poetic edda, anonymous', 'mythology, edith hamilton', ""zeus grants stupid wishes, cory o'brien"", 'the greek myths, robert graves', 'mystery cults of the ancient world, hugh bowden', 'enuma elish, unknown']"
936,"['first love, ivan turgenev', 'il dottor živago, boris pasternak', ""there once lived a girl who seduced her sister's husband, and he hanged himself, ludmilla petrushevskaya"", 'blues dancing, diane mckinney-whetstone', 'ana karenina, leo tolstoy', 'anna karenin, leo tolstoy']"
937,"['hope in a jar, beth harbison', 'prospect park west, amy sohn', 'the singles game, lauren weisberger', ""the survivor's guide to family happiness, maddie dawson"", 'west end girls, jenny colgan', 'love in a nutshell, janet evanovich', 'shoe addicts anonymous, beth harbison', 'minding frankie, maeve binchy', 'the devil wears scrubs, freida mcfadden', 'must love dogs, claire cook', 'the knockoff, lucy sykes', 'here i go again, jen lancaster']"
938,"['will grayson, will grayson, john green', 'foolish hearts, emma mills', 'kiss the morning star, elissa janine hoole', 'unbecoming, jenny downham', 'rainbow boys, alex sanchez', 'the difference between you and me, madeleine george', 'the bermudez triangle, maureen johnson', 'fan art, sarah tregay', 'boyfriends with girlfriends, alex sanchez', 'wide awake, david levithan', 'mouthful of forevers, clementine von radics', 'something like lightning, jay bell', 'meet cute, jennifer l. armentrout', ""i'll give you the sun, jandy nelson"", 'pink, lili wilkinson', 'rumble, ellen hopkins', 'something like autumn, jay bell', 'lessons from a dead girl, jo knowles', 'david inside out, lee bantle', ""you're welcome, universe, whitney gardner"", ""boys don't cry, malorie blackman"", 'eu te darei o sol, jandy nelson']"
939,"['q, evan mandery', 'soulmates, holly bourne', ""the time traveller's wife, audrey niffenegger"", 'the future of us, jay asher', 'seras-tu là?, guillaume musso', ""the time traveler's wife, audrey niffenegger"", 'do you realize?, kevin a. kuhn']"
940,"['ten little caterpillars, bill martin jr.', 'five little monkeys jumping on the bed, eileen christelow', '1-2-3 peas, keith baker', 'pete the cat and his four groovy buttons, eric litwin']"
941,"['black house, stephen king', 'rose madder, stephen king', 'the resort, bentley little', ""lisey's story, stephen king"", 'the circle, bentley little', 'imaginary friend, stephen chbosky', 'the handyman, bentley little', 'the mouse on the mile, stephen king', 'superstitious, r.l. stine', 'those across the river, christopher buehlman', 'the regulators, richard bachman', 'the dark half, stephen king', 'a cosmology of monsters, shaun hamill', 'a face in the crowd, stephen king', 'summer of night, dan simmons', 'the bird eater, ania ahlborn', 'from a buick 8, stephen king', 'a dark matter, peter straub', 'needful things, stephen king', 'shadowland, peter straub', 'ash, james herbert', 'el retrato de rose madder, stephen king', 'in einer kleinen stadt, stephen king', 'duma key, stephen king', 'silver nitrate, silvia moreno-garcia', 'depraved, bryan smith', 'cycle of the werewolf, stephen king']"
942,"['lots of candles, plenty of cake, anna quindlen', 'the pioneer woman, ree drummond', 'happens every day, isabel gillies', 'between the world and me, ta-nehisi coates', 'north of normal, cea sunrise person', 'i wore the ocean in the shape of a girl, kelle groom', 'rocket boys, homer hickam', 'this is the story of a happy marriage, ann patchett', 'if i live to be 100, neenah ellis', 'bomb shelter, mary laura philpott', 'the short and tragic life of robert peace, jeff hobbs', 'be ready when the luck happens, ina garten', 'this life is in your hands, melissa coleman', 'greenlights, matthew mcconaughey', 'stories i only tell my friends, rob lowe', 'rabbit, patricia williams', 'wild game, adrienne brodeur', 'the glass castle, jeannette walls', 'what makes olga run?, bruce grierson', 'traveling with pomegranates, sue monk kidd', 'becoming duchess goldblatt, duchess goldblatt', 'the light between us, laura lynne jackson', ""let's roll!, lisa beamer"", 'bloom, kelle hampton', 'not becoming my mother, ruth reichl', 'flat broke with two goats, jennifer mcgaha', 'an invisible thread, laura schroff', 'three weeks with my brother, nicholas sparks', 'endurance, scott kelly', 'coming clean, kimberly rae miller', ""i'm proud of you, tim madigan"", 'the little bookstore of big stone gap, wendy welch', 'i will always write back, caitlin alifirenka', 'my life on the road, gloria steinem', 'truth & beauty, ann patchett', ""i am, i am, i am, maggie o'farrell"", 'the night the angels came, cathy glass', ""homer's odyssey, gwen cooper"", 'nothing is impossible, christopher reeve', 'love is a mix tape, rob sheffield', 'find the good, heather lende', 'maid, stephanie land', 'etched in sand, regina calcaterra', 'the last act of love, cathy rentzenbrink', 'my life with bob, pamela paul', 'ghost boy, martin pistorius', 'men we reaped, jesmyn ward', 'finding me, viola davis', 'the dressmaker of khair khana, gayle tzemach lemmon', 'all my knotted-up life, beth moore', 'running away to home, jennifer wilson', 'there was a little girl, brooke shields', 'the return, hisham matar']"
943,"[""the widow's war, mary mackey"", 'the morning gift, eva ibbotson', 'tatiana and alexander, paullina simons', 'the promise, lesley pearse', 'survivor, lesley pearse', 'message from nam, danielle steel', 'the rose of sebastopol, katharine mcmahon', 'the bronze horseman, paullina simons', 'letters from home, kristina mcmorris']"
944,"['the best software writing i, joel spolsky', 'clean code, robert c. martin', 'user story mapping, jeff patton', 'think python, allen b. downey', 'the c programming language, brian w. kernighan', 'the devops handbook, gene kim', 'joel on software, joel spolsky', 'the inmates are running the asylum, alan cooper', 'data smart, john w. foreman', 'information dashboard design, stephen few', ""don't make me think, steve krug"", ""don't make me think, revisited, steve krug"", 'building microservices, sam newman', 'the master algorithm, pedro domingos', 'operating system concepts, abraham silberschatz', 'the mythical man-month, frederick p. brooks jr.']"
945,"['the darkest prison, gena showalter', 'beauty awakened, gena showalter', 'the darkest craving, gena showalter', 'the darkest surrender, gena showalter', 'the darkest touch, gena showalter', 'the darkest seduction, gena showalter', 'deadmen walking, sherrilyn kenyon', 'dark beginnings, gena showalter', 'the darkest passion, gena showalter', 'the darkest fire, gena showalter', 'the darkest promise, gena showalter', 'the darkest torment, gena showalter', 'the darkest lie, gena showalter', 'south of surrender, laura kaye', 'east of ecstasy, laura kaye', 'the darkest whisper, gena showalter']"
946,"['in a sunburned country, bill bryson', 'notes from a big country, bill bryson', 'the geography of bliss, eric weiner', 'the way of the runner, adharanand finn', 'the call of the weird, louis theroux', ""i'm a stranger here myself, bill bryson"", 'down under, bill bryson', 'made in america, bill bryson', 'the road to little dribbling, bill bryson', 'a walk in the woods, bill bryson', 'assassination vacation, sarah vowell', 'nomadland, jessica bruder', 'candyfreak, steve almond', 'candy freak, steve almond', 'notes from a small island, bill bryson', 'getting stoned with savages, j. maarten troost', 'clanlands, sam heughan', 'lost on planet china, j. maarten troost', 'where the deer and the antelope play, nick offerman', 'headhunters on my doorstep, j. maarten troost']"
947,"['the ascent of money, niall ferguson', 'the sovereign individual, james dale davidson', 'a history of the united states in five crashes, scott nations', 'red ink, david wessel', 'the creature from jekyll island, g. edward griffin', 'griftopia, matt taibbi', 'boomerang, michael lewis', ""and the weak suffer what they must?  europe's crisis and america's economic future, yanis varoufakis"", 'house of cards, william d. cohan', 'too big to fail, andrew ross sorkin', 'young money, kevin roose', 'a little history of economics, niall kishtainy']"
948,[]
949,"['polaris rising, jessie mihalik', 'fall of ruin and wrath, jennifer l. armentrout', 'mermaid, jodi picoult', 'crosstalk, connie willis', 'a river enchanted, rebecca ross', 'the starless sea, erin morgenstern', 'nevernight, jay kristoff', 'sword catcher, cassandra clare', 'agent of change, sharon lee', 'born of blood and ash, jennifer l. armentrout', 'annie bot, sierra greer', 'todo lo que podríamos haber sido tú y yo si no fuéramos tú y yo, albert espinosa', 'five broken blades, mai corland', ""emily wilde's encyclopaedia of faeries, heather fawcett""]"
950,"['the bright hour, nina riggs', 'the light of the world, elizabeth alexander', 'in love, amy bloom', ""i'll see you again, jackie hance"", ""you can't catch death, ianthe brautigan"", 'the unwinding of the miracle, julie yip-williams', 'dying, cory taylor', 'the still point of the turning world, emily rapp']"
951,"['rise of the school for good and evil, soman chainani', 'a tale of witchcraft..., chris colfer', 'the wicked will rise, danielle paige', 'goldenhand, garth nix', 'dorothy must die, danielle paige', 'the petrified flesh, cornelia funke', 'the bronze key, holly black', 'chasing the prophecy, brandon mull', 'seeds of rebellion, brandon mull', 'harry potter e a ordem da fênix, j.k. rowling', ""an author's odyssey, chris colfer"", 'the iron trial, holly black', 'harry potter and the order of the phoenix, j.k. rowling', 'a deadly education, naomi novik', 'a darker shade of magic, v.e. schwab', 'the marvellers, dhonielle clayton', 'a darker shade of magic, victoria schwab', 'the fire chronicle, john stephens', 'the rogue knight, brandon mull', 'the spirit thief, rachel aaron', 'the golden tower, holly black', 'worlds collide, chris colfer', 'the wretched of muirwood, jeff wheeler', 'harry potter und der orden des phönix, j.k. rowling', 'harry potter and the half-blood prince, j.k. rowling', 'harry potter i zakon feniksa, j.k. rowling', 'lirael, garth nix', ""harry potter e l'ordine della fenice, j.k. rowling"", 'the copper gauntlet, holly black', 'harry potter e o enigma do príncipe, j.k. rowling', 'abhorsen, garth nix', 'nine goblins, t. kingfisher', 'der weg ins labyrinth, holly black', 'death weavers, brandon mull', 'pustynna włócznia. księga i, peter v. brett', 'stardust, neil gaiman', 'harry potter und der halbblutprinz, j.k. rowling', 'the banished of muirwood, jeff wheeler', 'harry potter e il principe mezzosangue, j.k. rowling', 'rise of the dragons, morgan rice', 'a march of kings, morgan rice']"
952,[]
953,"['midnight angel, lisa marie rice', 'wicked intentions, j.t. geissinger', 'saving liberty, helena newbury', 'a beautiful lie, t.e. sivec', 'wicked sexy, j.t. geissinger', 'corps security, harper sloan', ""in kelly's corner, roxie rivera"", 'harbored by the seal, amy gamet', ""mackenzie's pleasure, linda howard"", 'rescue me, cherry adair', 'undiscovered, anna hackett', 'forged in fire, trish mccallan', 'renegade, lora leigh', 'whispers in the dark, maya banks', 'heat seeker, lora leigh', 'uncharted, anna hackett', 'wild card, lora leigh', 'unfathomed, anna hackett', 'unexplored, anna hackett', 'unmapped, anna hackett', 'all through the night, suzanne brockmann', 'live wire, lora leigh', 'claiming grace, susan stoker', 'out of the dark, geri foster', 'thresh, jasinda wilder', 'maverick, lora leigh']"
954,[]
955,"['sons of fortune, jeffrey archer', 'epitaph for a spy, eric ambler', 'omerta, mario puzo', 'the flight of the falcon, daphne du maurier', 'the family corleone, edward falco', 'o padrinho, mario puzo', 'the godfather, mario puzo', 'shall we tell the president?, jeffrey archer', 'the collector, john fowles', 'the sicilian, mario puzo', 'el padrino, mario puzo']"
956,"['good faeries/bad faeries, brian froud', 'the fire thief fights back, terry deary', 'irish fairy and folk tales, w.b. yeats', ""grimm's fairy tales, jacob grimm"", 'norse mythology, neil gaiman', 'the girl and the goddess, nikita gill', 'japanese fairy tales, yei theodora ozaki', 'tales of the greek heroes, roger lancelyn green', 'irish folk and fairy tales, gordon jarvie', ""grimm's fairy stories, jacob grimm"", 'traditional irish fairy tales, james stephens', ""the complete grimm's fairy tales, jacob grimm"", 'mitologia nordycka, neil gaiman', 'till we have faces, c.s. lewis', 'panchatantra, vishnu sharma', 'the original folk and fairy tales of the brothers grimm, jacob grimm', 'the mabinogion, unknown', 'mitologia nórdica, neil gaiman']"
957,"['maigret and the nahour case, georges simenon', 'the mystery of the yellow room, gaston leroux', 'maigret and monsieur charles, georges simenon', 'an expensive place to die, len deighton', ""the templars' last secret, martin walker"", 'maigret sets a trap, georges simenon', 'murder in saint-germain, cara black', 'black water lilies, michel bussi', 'the chalk circle man, fred vargas', ""the devil's cave, martin walker"", 'irène, pierre lemaitre']"
958,"['moll flanders, daniel defoe', 'absolute beginners, colin macinnes', 'the moon and sixpence, w. somerset maugham', 'the good soldier, ford madox ford', 'the busconductor hines, james kelman', 'the death of the heart, elizabeth bowen', 'the virgin and the gipsy, d.h. lawrence', 'coming up for air, george orwell', 'howards end, e.m. forster', 'the vicar of wakefield, oliver goldsmith', 'under the volcano, malcolm lowry', 'flush, virginia woolf', 'a question of upbringing, anthony powell', 'the loved one, evelyn waugh', 'the comedians, graham greene', 'point counter point, aldous huxley', 'crome yellow, aldous huxley', 'brideshead revisited, evelyn waugh', 'a handful of dust, evelyn waugh', 'the end of the affair, graham greene', 'a passage to india, e.m. forster', 'lord jim, joseph conrad', 'the years, virginia woolf', 'a burnt-out case, graham greene', 'good-bye, mr. chips, james hilton', 'to sir, with love, e.r. braithwaite', 'vile bodies, evelyn waugh', 'the lonely londoners, sam selvon', 'under the net, iris murdoch', 'la cripta dei cappuccini, joseph roth', 'angel, elizabeth taylor', 'keep the aspidistra flying, george orwell', 'theatre, w. somerset maugham', 'sons and lovers, d.h. lawrence', 'la marcia di radetzky, joseph roth', 'angel pavement, j.b. priestley']"
959,"['more than memories, n.e. henderson', 'written in the scars, adriana locke', 'love in a small town, zoe york', 'dr. stanton, t.l. swan', 'tycoon, katy evans', 'the clover chapel, devney perry', 'the other brother, meghan quinn', 'boomerangers, heather m. orgeron', ""say you'll be mine, maria luis"", 'wicked beautiful, j.t. geissinger', ""say you'll stay, corinne michaels"", 'lost love, kelly elliott', 'dare to rock, carly phillips', ""say i'm yours, corinne michaels"", 'he loves me...knot, r.c. boldt', 'this heart of mine, brenda novak', 'mack daddy, penelope ward', 'the last second chance, lucy score', 'sweet sinful nights, lauren blakely']"
960,"['21 proms, david levithan', 'kids of appetite, david arnold', 'but i love him, amanda grace', 'dead to you, lisa mcmann', 'sophomore year is greek to me, meredith zeitlin', 'stolen, lucy christopher', 'survive, alex morel', 'where it began, ann redisch stampler', 'what light, jay asher', 'freaky green eyes, joyce carol oates', 'the hundred lies of lizzie lovett, chelsea sedoti', 'janie face to face, caroline b. cooney', 'torn, cat clarke', 'amelia anne is dead and gone, kat rosenfield', 'antisocial, jillian blake', 'one moment, kristina mcbride', 'friends vs. family, c.l. stone', 'the secrets we keep, trisha leaver', 'if i stay collection, gayle forman', 'rites of passage, joy n. hensley', 'trouble makes a comeback, stephanie tromly', 'broken soup, jenny valentine', 'this is where the world ends, amy zhang', 'the tragedy paper, elizabeth laban', 'pointe, brandy colbert', 'remember me always, renee collins', 'der märchenerzähler, antonia michaelis', 'the rules for disappearing, ashley elston', 'panic, lauren oliver', 'playlist for the dead, michelle falkoff', 'on the jellicoe road, melina marchetta']"
961,"['the young black stallion, walter farley', 'coming home, lauren brooke', 'ghetto cowboy, g. neri', 'mustang moon, terri farley', 'the black stallion and flame, walter farley', ""my friend flicka, mary o'hara"", 'the black stallion and satan, walter farley', 'the wild one, terri farley', 'dark sunshine, terri farley', 'a horse called wonder, joanna campbell', ""the island stallion's fury, walter farley"", 'the island stallion, walter farley']"
962,"['junk, melvin burgess', 'struck by lightning, chris colfer', 'the truth about alice, jennifer mathieu', 'breathing underwater, alex flinn', 'wildlife, fiona wood', 'why we broke up, daniel handler', 'after the shot drops, randy ribay', ""you don't know me, david klass"", 'the memory of things, gae polisner', 'the big crunch, pete hautman', 'trouble is a friend of mine, stephanie tromly', 'someone to run with, david grossman', 'drowning instinct, ilsa j. bick', 'monster, walter dean myers', 'doing it, melvin burgess', 'the cardturner, louis sachar', ""grendel's guide to love and war, a.e. kaplan"", 'tyrell, coe booth', 'finding cassie crazy, jaclyn moriarty', 'reality boy, a.s. king']"
963,"['an altar in the world, barbara brown taylor', 'amazing grace, kathleen norris', 'the way of the heart, henri j.m. nouwen', 'prayer, richard j. foster', 'draw the circle, mark batterson', 'jesus calling, sarah young', 'the divine dance, richard rohr', 'diary of saint maria faustina kowalska, maria faustina kowalska', ""the lamb's supper, scott hahn"", 'the contemplative pastor, eugene h. peterson', 'the greatest prayer, john dominic crossan', 'help thanks wow, anne lamott', 'in the name of jesus, henri j.m. nouwen', 'god on mute, pete greig']"
964,[]
965,"['invincible, vol. 8, robert kirkman', 'iron man, peter david', 'invincible, vol. 7, robert kirkman', 'invincible, robert kirkman', 'planetary, volume 1, warren ellis', 'mara, brian wood', 'invincible, vol. 6, robert kirkman', 'the vision, tom king', 'omega the unknown, jonathan lethem', 'invincible, vol. 14, robert kirkman', 'ex machina, vol. 1, brian k. vaughan', 'invincible, compendium two, robert kirkman', 'the boys, volume 10, garth ennis', 'marvel masterworks, stan lee', 'the boys, volume 8, garth ennis', 'invincible, vol. 13, robert kirkman', 'ex machina, vol. 6, brian k. vaughan', 'invincible, vol. 11, robert kirkman', 'invincible, vol. 4, robert kirkman', 'fantastic four visionaries, john byrne', 'infinity, jonathan hickman', 'invincible, vol. 9, robert kirkman', 'the boys, volume 3, garth ennis', 'the vision, vol. 1, tom king', 'thanos, jim starlin']"
966,"['machete season, jean hatzfeld', 'the other side of silence, urvashi butalia', 'breaking india, rajiv malhotra', 'feminist fantasies, phyllis schlafly', 'engaging the muslim world, juan cole', 'the invention of russia, arkady ostrovsky', 'dancing in the glory of monsters, jason stearns', 'the great war for civilisation, robert fisk', 'seven fallen feathers, tanya talaga', 'children of the days, eduardo galeano', 'the plot, will eisner', 'soccer in sun and shadow, eduardo galeano', 'the great game, peter hopkirk', 'by the lake of sleeping children, luis alberto urrea', 'a history of the arab peoples, albert hourani', 'life sentence, christie blatchford', 'rule by secrecy, jim marrs', 'the big truck that went by, jonathan m. katz', 'black flags, joby warrick', 'a history of zionism, walter laqueur', 'good muslim, bad muslim, mahmood mamdani', 'the lemon tree, sandy tolan', 'la españa vacía, sergio del molino', 'a nervous splendor, frederic morton', 'afghanistan, thomas barfield', 'the ten-cent plague, david hajdu', 'my promised land, ari shavit', 'germans into nazis, peter fritzsche', 'freedom at midnight, dominique lapierre', 'catch the jew!, tuvia tenenbom', 'uranium, tom zoellner', 'the great derangement, matt taibbi', 'midlands, jonny steinberg', 'the kennedy autopsy, jacob hornberger', 'regime change, jacob hornberger']"
