,titles_authors
716,"['the fourth bear, jasper fforde', 'past mortem, ben elton', 'the big over easy, jasper fforde', 'kill your friends, john niven', 'the blight way, patrick f. mcmanus', 'bad news, donald e. westlake', 'sock, penn jillette', 'the organ grinders, bill fitzhugh', 'insane city, dave barry', 'the time machine did it, john swartzwelder', 'help, i am being held prisoner, donald e. westlake', 'heart seizure, bill fitzhugh', 'nature girl, carl hiaasen', 'constable on the hill, nicholas rhea', 'eleven on top, janet evanovich', 'star island, carl hiaasen', 'not the end of the world, christopher brookmyre', 'one fine day in the middle of the night, christopher brookmyre', 'seven up, janet evanovich', 'big trouble, dave barry', 'tropical depression, laurence shames']"
717,"['inkmistress, audrey coulthurst', 'fated love, radclyffe', 'the honey witch, sydney j. shields', 'bodies of water, t. greenwood', 'the wild one, lyn denison', 'trauma alert, radclyffe', 'girl, serpent, thorn, melissa bashardoust', 'cinderella is dead, kalynn bayron', 'she who became the sun, shelley parker-chan', 'huntress, malinda lo', 'the second mango, shira glassman', 'above all, honor, radclyffe', 'gwen & art are not in love, lex croucher', 'heartsong, lynn ames', 'girls of paper and fire, natasha ngan', 'dress-tease, jae*', 'a sweet sting of salt, rose sutherland', 'of fire and stars, audrey coulthurst', 'honor guards, radclyffe', 'faebound, saara el-arifi', 'the jasmine throne, tasha suri', 'tipping the velvet, sarah waters', 'malice, heather walter', 'a dark and drowning tide, allison saft', ""the warrior's path, catherine m. wilson"", 'my darling dreadful thing, johanna van veen']"
718,"['siege, k.f. breene', 'shadow lands, k.f. breene', 'the queen and the cure, amy harmon', 'hunted, k.f. breene', 'the affiliate, k.a. linde', 'overtaken, k.f. breene', 'chosen, k.f. breene']"
719,"['imperfect sword, jack campbell', ""midshipman's hope, david feintuch"", 'echoes of honor, david weber', 'perilous shield, jack campbell', 'honor among enemies, david weber', 'the short victorious war, david weber', ""old man's war, john scalzi"", 'mission of honor, david weber', 'extremis, steve white', 'field of dishonor, david weber', 'the honor of the queen, david weber', 'flag in exile, david weber', 'on basilisk station, david weber', 'bold, mike shepherd', 'at all costs, david weber', 'ashes of victory, david weber', 'resolute, mike shepherd', 'semper mars, ian douglas', 'audacious, mike shepherd', 'unrelenting, mike shepherd', 'defiant, mike shepherd', 'artefact, jamie sawyer', 'undaunted, mike shepherd']"
720,"['electric arches, eve l. ewing', 'the girl and the goddess, nikita gill']"
721,"['ghachar ghochar, vivek shanbhag', 'sister of my heart, chitra banerjee divakaruni', 'narcopolis, jeet thayil', ""animal's people, indra sinha"", 'the 3 mistakes of my life, chetan bhagat', 'the white tiger, aravind adiga', 'five point someone, chetan bhagat', 'your dreams are mine now, ravinder singh', 'em and the big hoom, jerry pinto', 'the watch, joydeep roy-bhattacharya', 'everyone has a story, savi sharma', 'half girlfriend, chetan bhagat', 'a bad character, deepti kapoor', 'the temple-goers, aatish taseer']"
722,"['one grave at a time, jeaniene frost', 'a quick bite, lynsay sands', 'darker after midnight, lara adrian', 'bound by flames, jeaniene frost', 'kiss of crimson, lara adrian', 'love bites, lynsay sands', 'lover mine, j.r. ward', 'blood and sand, elizabeth hunter', 'kiss of midnight, lara adrian', 'once burned, jeaniene frost', 'ecstasy, jacquelyn frank', 'the nymph king, gena showalter', 'lover revealed, j.r. ward', 'lover avenged, j.r. ward', 'the shadows, j.r. ward', 'jewel of atlantis, gena showalter', 'immortal ever after, lynsay sands', 'kiss of a demon king, kresley cole', 'embrace the dark, caris roane', 'lord of the vampires, gena showalter', 'twice tempted, jeaniene frost', 'midnight awakening, lara adrian', 'halfway to the grave, jeaniene frost', 'night embrace, sherrilyn kenyon', 'edge of dawn, lara adrian', 'the bite that binds, suzanne wright', 'some girls bite, chloe neill', 'the black dagger brotherhood, j.r. ward', 'no rest for the wicked, kresley cole', 'lover enshrined, j.r. ward', 'here be sexist vampires, suzanne wright', 'dark desires after dusk, kresley cole', 'tall, dark & lonely, r.l. mathewson', 'lover eternal, j.r. ward', 'bled dry, erin mccarthy', 'lover unbound, j.r. ward', 'dark stranger immortal, i.t. lucas', 'building from ashes, elizabeth hunter', 'lover unleashed, j.r. ward', 'ascension, caris roane', 'the king, j.r. ward', 'night pleasures, sherrilyn kenyon', 'eternal kiss of darkness, jeaniene frost', 'up from the grave, jeaniene frost', 'lover awakened, j.r. ward', 'retribution, sherrilyn kenyon', 'reapers, marata eros', 'jabril, d.b. reynolds', 'lover reborn, j.r. ward', 'raphael, d.b. reynolds', 'jacob, jacquelyn frank', 'nightshade, michelle rowen', 'taste of torment, suzanne wright', 'taken by midnight, lara adrian', 'shadows and gold, elizabeth hunter', 'a stone-kissed sea, elizabeth hunter']"
723,"['time, stephen baxter', 'heart of the comet, david brin', 'manifold, stephen baxter', 'tau zero, poul anderson']"
724,"['kids of appetite, david arnold', 'if i fix you, abigail johnson', 'if you come softly, jacqueline woodson', 'the sun is also a star, nicola yoon', 'lucky in love, kasie west', 'with the fire on high, elizabeth acevedo', 'extraordinary means, robyn schneider', 'you have a match, emma lord', 'catch a falling star, kim culbertson', 'american street, ibi zoboi', 'a short history of the girl next door, jared reck', 'five feet apart, rachael lippincott', 'the hundred lies of lizzie lovett, chelsea sedoti', 'frankly in love, david yoon', 'saints and misfits, s.k. ali', 'this heart of mine, c.c. hunter', 'furia, yamile saied méndez', 'the last boy and girl in the world, siobhan vivian', 'on the come up, angie thomas', 'tell me three things, julie buxbaum', 'once and for all, sarah dessen', 'all my rage, sabaa tahir', 'from twinkle, with love, sandhya menon', 'the rest of the story, sarah dessen', 'everything, everything, nicola yoon', 'something in between, melissa de la cruz', 'emmy & oliver, robin benway', 'this is where the world ends, amy zhang', 'american panda, gloria chao', 'what to say next, julie buxbaum', 'girls on the verge, sharon biggs waller', 'remember me always, renee collins', 'heretics anonymous, katie henry', 'here we are now, jasmine warga', 'a very large expanse of sea, tahereh mafi', 'windfall, jennifer e. smith']"
725,"['a girl called fearless, catherine linka', 'xvi, julia karr', 'because it is my blood, gabrielle zevin', 'divergent, veronica roth', 'green angel, alice hoffman', 'hungry, h.a. swain', 'specials, scott westerfeld', 'the declaration, gemma malley', 'academy 7, anne osterlund', 'truesight, david stahler jr.', 'crossed, ally condie', 'extras, scott westerfeld', 'pretties, scott westerfeld', 'divergente, veronica roth', 'die bestimmung, veronica roth', 'niezgodna, veronica roth', 'the hunger games tribute guide, emily seife']"
726,"['price of a kiss, linda kage', ""my best friend's ex, meghan quinn"", 'come to me softly, a.l. jackson', 'lost to you, a.l. jackson', 'addicted for now, krista ritchie', 'dearest clementine, lex martin', 'love surfaced, michelle lynn', 'slow burn, k. bromberg', 'more than water, renee ericson', 'pushing patrick, megyn ward', 'there is no light in darkness, claire contreras', 'a little too far, lisa desrochers', 'come to me quietly, a.l. jackson', 'ricochet, krista ritchie', 'undecided, julianna keyes', 'thoughtful, s.c. stephens', 'sweet temptation, k.c. lynn', 'jake undone, penelope ward', 'loving kalvin, siobhan davis', 'pieces of lies, angela richardson', 'sincerely, arizona, whitney g.', 'in too deep, mara jacobs', 'claiming cari, megyn ward', 'rhett, j.s. cooper', 'sincerely, carter, whitney g.', 'mayhem, jamie shaw', 'rock my heart, jamie shaw', 'addicted to you, krista ritchie', 'anti-stepbrother, tijan*']"
727,"['star of the morning, lynn kurland', 'broken dove, kristen ashley', 'the ippos king, grace draven', 'lord of the abyss, nalini singh', 'heart of the fae, emma hamm', 'radiance, grace draven', 'invasion, k.f. breene', 'entreat me, grace draven', 'ember, bettie sharpe', 'master of crows, grace draven']"
728,"['winging it, ashlyn kane', 'playing for keeps, avery cockburn', 'down by contact, santino hassell', 'us, sarina bowen', 'empty net, avon gale', '#blur, cambria hebert', 'changing lines, r.j. scott', 'illegal contact, santino hassell']"
729,"['about a dragon, g.a. aiken', 'dragon-ridden, t.a. white', ""dragon's gift, jasmine walt"", 'dragon actually, g.a. aiken', 'last dragon standing, g.a. aiken', 'dragon mated, jaymin eve', 'the dragon who loved me, g.a. aiken', 'what a dragon should know, g.a. aiken', 'fire in his kiss, ruby dixon', 'fire in his blood, ruby dixon', 'you slay me, katie macalister', 'of bone and ruin, t.a. white', ""lord's fall, thea harrison"", 'fire in his embrace, ruby dixon', 'obsidian, kimberly loth', 'wildest dreams, kristen ashley', 'heart of the dragon, gena showalter']"
730,"['the chimes, charles dickens', 'the gift of the magi, o. henry', 'a christmas carol and other christmas writings, charles dickens']"
731,"['in bed with the devil, lorraine heath', ""the devil's love, julia london"", 'suddenly you, lisa kleypas', 'surrender, pamela clare', 'if you desire, kresley cole', ""destiny's embrace, beverly jenkins"", 'the pirate bride, shannon drake', 'the highwayman, kerrigan byrne', 'midnight, beverly jenkins', ""lady isabella's scandalous marriage, jennifer ashley"", 'the many sins of lord cameron, jennifer ashley', 'in bed with a highlander, maya banks', 'loved by a duke, christi caldwell', 'falling into bed with a duke, lorraine heath', 'never seduce a scot, maya banks', 'any duchess will do, tessa dare', 'seduced by a highlander, paula quinn', ""the duke's perfect wife, jennifer ashley"", 'lady pirate, lynsay sands', 'the lover, robin schone', 'midnight angel, lisa kleypas', 'if you deceive, kresley cole']"
732,"['the encyclopedia of early earth, isabel greenberg', 'the wicked + the divine, vol. 3, kieron gillen', 'the wicked + the divine #3, kieron gillen', 'the wicked + the divine #1, kieron gillen', 'the wicked + the divine #9, kieron gillen', 'the many deaths of laila starr, ram v.', 'the wicked + the divine #8, kieron gillen', 'the book of genesis, robert crumb', 'the wicked + the divine, vol. 1, kieron gillen', 'the wicked + the divine #5, kieron gillen', 'the wicked + the divine #2, kieron gillen', 'the wicked + the divine, vol. 2, kieron gillen', 'the wicked + the divine, vol. 6, kieron gillen', 'the wicked + the divine #7, kieron gillen']"
733,"['the bridge of sighs, olen steinhauer', 'the dante club, matthew pearl', 'library of the dead, glenn cooper', 'babylon berlin, volker kutscher', 'the angel of darkness, caleb carr', 'fatherland, robert harris', 'codex, lev grossman', 'a small death in lisbon, robert wilson', 'long black veil, jennifer finney boylan', 'murder on the red river, marcie rendon', 'the day of the jackal, frederick forsyth', 'the devil all the time, donald ray pollock', 'perfidia, james ellroy', ""no one's home, d.m. pulley"", 'berlin game, len deighton', 'murder in saint-germain, cara black', 'the fifth heart, dan simmons', ""the axeman's jazz, ray celestin"", 'the einstein prophecy, robert masello', 'gangster, lorenzo carcaterra', 'the daughter of time, josephine tey']"
734,"['the new teen titans, marv wolfman', 'animal man, vol. 1, grant morrison', 'superman, geoff johns', 'dc comics, marguerite bennett', 'before watchmen, j. michael straczynski', 'the starman omnibus, vol. 1, james robinson', 'martian manhunter, volume 2, rob williams', 'flashpoint, geoff johns', 'injustice, tom taylor', 'crisis on infinite earths, marv wolfman', 'batman, sean gordon murphy', 'martian manhunter, volume 1, rob williams', 'batman, neil gaiman', 'batman and son, grant morrison', 'identity crisis, brad meltzer', 'doom patrol, vol. 1, grant morrison', 'superman for all seasons, jeph loeb', 'jla, grant morrison', 'animal man, vol. 3, grant morrison', 'justice, volume 1, jim krueger', 'superman, j. michael straczynski', 'harley quinn, volume 1, amanda conner', 'dc, darwyn cooke', 'injustice, brian buccellato', 'superman, alan moore', 'superman, kurt busiek', 'doom patrol, vol. 2, grant morrison', 'all-star superman, grant morrison', '52, vol. 1, geoff johns', 'batgirl, scott beatty', 'the authority, vol. 1, warren ellis', 'the death of superman, dan jurgens', 'all-star superman, vol. 2, grant morrison', 'lex luthor, brian azzarello', 'all-star superman, vol. 1, grant morrison']"
735,"['switched, amanda hocking']"
736,"['the ruthless romans, terry deary', 'the story of mankind, hendrik willem van loon', 'who was rosa parks?, yona zeldis mcdonough', 'who is j.k. rowling?, pam pollack', 'who was martin luther king, jr.?, bonnie bader', 'daniel boone, james daugherty', 'who was alexander hamilton?, pam pollack', 'good night stories for rebel girls, elena favilli', 'lincoln, russell freedman', 'invincible louisa, cornelia meigs']"
737,"['kristen, lisi harrison', 'a tale of two pretties, lisi harrison', 'invasion of the boy snatchers, lisi harrison', 'dial l for loser, lisi harrison', ""bratfest at tiffany's, lisi harrison"", 'these boots are made for stalking, lisi harrison', 'p.s. i loathe you, lisi harrison', ""models don't eat chocolate cookies, erin dionne"", 'alicia, lisi harrison', 'the clique, lisi harrison', 'dylan, lisi harrison', 'boys ""r"" us, lisi harrison', 'massie, lisi harrison', 'sealed with a diss, lisi harrison', 'the pretty committee strikes back, lisi harrison', 'accidentally fabulous, lisa papademetriou', 'claire, lisi harrison']"
