,titles_authors
140,"['a promise of peridot, kate golden', 'for she is wrath, emily varga', 'a court of wings and ruin, sarah j. maas', 'fate of the sun king, nisha j. tuli', 'house of earth and blood, sarah j. maas', 'the prisoner’s throne, holly black', 'sword catcher, cassandra clare', 'a \u200bcourt of silver flames, sarah j. maas', 'a court of thorns and roses, sarah j. maas', 'the spellshop, sarah beth durst', 'these twisted bonds, lexi ryan', 'me, amber mcbride', 'the ballad of never after, stephanie garber', 'house of sky and breath, sarah j. maas', 'the stolen heir, holly black', 'divine rivals, rebecca ross', 'throne of glass, sarah j. maas', 'ruthless vows, rebecca ross', 'corte de espinhos e rosas, sarah j. maas', 'into the fire, jodi mcisaac', 'house of flame and shadow, sarah j. maas', 'dornen und rosen, sarah j. maas', 'wicked lovely, melissa marr', 'dwór cierni i róż, sarah j. maas', ""un palais d'épines et de roses, sarah j. maas"", 'corte de névoa e fúria, sarah j. maas', 'flammen und finsternis, sarah j. maas', 'heir, sabaa tahir', 'una corte de alas y ruina, sarah j. maas', 'these hollow vows, lexi ryan', 'tower of dawn, sarah j. maas', 'una corte de rosas y espinas, sarah j. maas', 'ironside, holly black', ""emily wilde's encyclopaedia of faeries, heather fawcett"", 'una corte de niebla y furia, sarah j. maas']"
141,"['barracoon, zora neale hurston', 'west with the night, beryl markham', 'they called me number one, bev sellars', 'infidel, ayaan hirsi ali', 'the blue sweater, jacqueline novogratz', 'the bite of the mango, mariatu kamara', 'left to tell, immaculee ilibagiza', 'the boy who harnessed the wind, william kamkwamba', 'when a crocodile eats the sun, peter godwin', 'forgiveness, mark sakamoto', 'tisha, robert specht', 'there was a country, chinua achebe', 'modoc, ralph helfer']"
142,"['someone i loved, anna gavalda', 'o ladrão de sombras, marc levy', ""l'écume des jours, boris vian"", '7 ans après..., guillaume musso', 'a good year, peter mayle', 'et après ..., guillaume musso', 'sept jours pour une éternité..., marc levy', 'the pleasing hour, lily king', 'un posto nel mondo, fabio volo', 'que serais-je sans toi?, guillaume musso', 'la carte et le territoire, michel houellebecq', 'all those things we never said, marc levy', 'vernon subutex 1, virginie despentes', ""l'instant présent, guillaume musso"", 'vernon subutex 2, virginie despentes', 'demain, guillaume musso', 'la prochaine fois, marc levy', 'la fille de papier, guillaume musso', 'la première nuit, marc levy', 'juntos, nada más, anna gavalda', 'seras-tu là?, guillaume musso', 'la vie en mieux, anna gavalda', 'vom ende der einsamkeit, benedict wells', 'vernon subutex 3, virginie despentes', ""si c'était à refaire, marc levy"", 'le plus petit baiser jamais recensé, mathias malzieu', 'la delicadeza, david foenkinos', 'the map and the territory, michel houellebecq', 'le mystère henri pick, david foenkinos', 'paris ist immer eine gute idee, nicolas barreau']"
143,"['walden or, life in the woods, henry david thoreau', 'vesper flights, helen macdonald', ""the blue jay's dance, louise erdrich"", 'walden, henry david thoreau', 'born free, joy adamson', 'it, alexa chung', 'birds, beasts and relatives, gerald durrell', 'marrying off mother, gerald durrell', 'waking up in eden, lucinda fleeson', 'birdology, sy montgomery', 'adventures of a young naturalist, david attenborough', 'goat song, brad kessler', 'high tide in tucson , barbara kingsolver', 'the cat who came back for christmas- how a cat brought a family the gift of love, julia romp', 'the penguin lessons, tom michell', 'gorillas in the mist, dian fossey', 'the big year, mark obmascik', 'a walk across america, peter jenkins', 'ranger confidential, andrea lankford', 'memoir of a russian punk, eduard limonov', 'never cry wolf, farley mowat', 'gift, tove ditlevsen', 'nim chimpsky, elizabeth hess', 'the daily coyote, shreve stockton', 'transformation, whitley strieber', 'the puma years, laura coleman', 'ecology of a cracker childhood, janisse ray', ""wesley the owl, stacey o'brien"", 'why fish don’t exist, lulu miller', 'ring of bright water, gavin maxwell', 'that quail, robert, margaret a. stanger', 'a life on our planet, david attenborough', 'beneath the surface, john hargrove', 'letters to a young scientist, edward o. wilson', 'making movies, sidney lumet', 'the log from the sea of cortez, john steinbeck', 'in the sea there are crocodiles, fabio geda', ""the adventurer's son, roman dial"", 'walking the amazon, ed stafford', 'desert solitaire, edward abbey', 'cabinet of curiosities, guillermo del toro', 'tracks, robyn davidson', 'grayson, lynne cox', 'winds of skilak, bonnie rose ward', 'hiking naked, iris graville', 'from dreamer to dreamfinder, ron schneider']"
144,"['the last crusade, nigel cliff', 'the poetic edda, anonymous', 'the serpent and the rainbow, wade davis', 'byzantium, judith herrin', 'mythology, edith hamilton', 'the templars, dan jones', 'the devil in the shape of a woman, carol f. karlsen', 'forged in faith, rod gragg', 'forged, bart d. ehrman', 'millennium, tom holland', 'no man knows my history, fawn m. brodie', ""the jesuits, john w. o'malley"", ""zeus grants stupid wishes, cory o'brien"", 'the greek myths, robert graves', 'spook, mary roach', 'silence and beauty, makoto fujimura', 'the temple and the lodge, michael baigent', 'tortured for christ, richard wurmbrand', 'mystery cults of the ancient world, hugh bowden', 'brigham young, john g. turner', 'the formation of a persecuting society, r.i. moore', 'enuma elish, unknown', 'the cheese and the worms, carlo ginzburg', 'stories behind the best-loved songs of christmas, ace collins']"
145,"[""the third policeman, flann o'brien"", 'the lives of tao, wesley chu', 'the illuminatus! trilogy, robert shea', 'taft 2012, jason heller', 'grasshopper jungle, andrew smith', 'ocean of lard, kevin l. donihe', 'the fuller memorandum, charles stross', 'playing for keeps, mur lafferty', 'gremlins, george gipe', 'harry potter and the methods of rationality, eliezer yudkowsky', ""schrödinger's cat trilogy, robert anton wilson"", 'soon i will be invincible, austin grossman', 'ass goblins of auschwitz, cameron pierce', 'lost in a good book, jasper fforde', 'zombie, ohio, scott kenemore', 'mostly void, partially stars, joseph fink', 'supervillains anonymous, lexie dunne', 'forging hephaestus, drew hayes', 'young zaphod plays it safe, douglas adams', 'night of the living trekkies, kevin david anderson', 'the salmon of doubt, douglas adams', 'blind faith, ben elton', 'the zombie survival guide, max brooks', 'the jennifer morgue, charles stross', 'the mouse on the moon, leonard wibberley', 'gravity falls, alex hirsch', 'futuristic violence and fancy suits, david wong', ""william shakespeare's the empire striketh back, ian doescher"", 'arhanghelul raul, ovidiu eftimie', 'ahriman, john french', 'hunter/victim, robert sheckley']"
146,"['wenn du dich traust, kira gembri', 'puppy love, kelly moran', 'entblößt, kathryn taylor']"
147,"['wake, rebecca hall', 'introducing feminism, cathia jenainati', 'introducing camus, david zane mairowitz', 'nat turner, kyle baker', 'syllabus, lynda barry', 'in the shadow of no towers, art spiegelman', 'introducing marxism, rupert woodfin', 'the plot, will eisner', 'seek you, kristen radtke', 'economix, michael goodwin', 'bushido, inazo nitobe', 'sapiens, david vandermeulen', 'introducing foucault, chris horrocks', 'drowned city, don brown', 'black dog, dave mckean', 'radioactive, lauren redniss', 'i remember beirut, zeina abirached', 'the ten-cent plague, david hajdu', 'exploring calvin and hobbes, bill watterson', 'baddawi, leila abdelrazaq', 'hip hop family tree, vol. 1, ed piskor', 'los surcos del azar, paco roca', 'kafka, david zane mairowitz']"
148,"['crave, sierra cartwright', 'fever, maya banks']"
149,"['obligation, aurora rose reynolds', 'one to hold, tia louise', 'kissed, elizabeth finn', 'quickie, penny wylder', 'bad things, r.k. lilley', 'sex love repeat, alessandra torre', 'escorts and thieves, tina folsom', 'crave, monica murphy', 'arouse, nina lane', 'under the mistletoe with me, kristen proby', 'black swan affair, k.l. kreig', 'accidentally on purpose, l.d. davis', 'up to me, m. leighton', 'troubled son, jayna king', 'taut, j.a. huss', 'finding home, lauren baker', 'step-lover, bella jewel', 'alarm, shay savage', 'love left behind, s.h. kolee', 'black rainbow, j.j. mcavoy', 'ride, j.c. emery', 'slow burn, k. bromberg', 'fight with me, kristen proby', 'awaken, nina lane', 'the mad tatter, j.m. darhower', 'the brave line, kate stewart', 'lana, r.k. lilley', 'eruption, ivy smoak', 'roadie, c.m. stunich', 'before jamaica lane, samantha young', 'badd to the bone, jasinda wilder', 'rock me, cherrie lynn', 'reasonable doubt, whitney g.', 'hudson, laurelin paige', 'the viper, kele moon', 'love, in english, karina halle', 'from rags, suzanne wright', 'freeing asia, e.m. abel', 'the arrangement 7, h.m. ward', 'devoured, emily snow', 'frenched, melanie harlow', 'stripped, jasinda wilder', 'the education of sebastian, jane harvey-berrick', ""gabriel's rapture, sylvain reynard"", 'the arrangement 8, h.m. ward', 'escorted, claire kent', 'black lies, alessandra torre', 'beautiful beginning, christina lauren', 'beautiful bitch, christina lauren', 'wethering the storm, samantha towle', 'the arrangement 6, h.m. ward', ""everything i left unsaid, molly o'keefe"", 'assumption, aurora rose reynolds', 'forever black, sandi lynn', 'conquer your love, j.c. reed', 'candy girl, eve vaughn', 'forever too far, abbi glines', 'safe with me, kristen proby', 'now, please, willow summers*', 'a reclusive heart, r.l. mathewson', '53 letters for my lover, leylah attar', 'the arrangement 4, h.m. ward', 'hero, samantha young', 'arsen, mia asher', 'two is a lie, pam godwin', 'easy virtue, mia asher', 'beauty from pain, georgia cates', 'sugar baby beautiful, j.j. mcavoy', 'breathe with me, kristen proby', 'the arrangement 3, h.m. ward', ""the tycoon's vacation, melody anne"", 'rock addiction, nalini singh', 'moxie, c.m. stunich', 'taking control, jen frederick', 'entfesselt, kathryn taylor', 'own the wind, kristen ashley', 'access all areas, alice severin', 'everything for us, m. leighton', 'promised, jodi ellen malpas', 'until july, aurora rose reynolds', 'the ex games, j.s. cooper', 'the ex games 3, j.s. cooper', 'pulse, gail mchugh', 'surrender your love, j.c. reed', 'the wild ones, m. leighton', 'tangled beauty, k.l. middleton', 'hyde and seek, layla frost', 'groupie, c.m. stunich', 'avoiding intimacy, k.a. linde', 'night owl, m. pierce', 'avoiding commitment, k.a. linde', ""liam's list, haleigh lovell"", 'beautifully damaged, l.a. fiore', 'reckless, s.c. stephens', ""lily's mistake, pamela ann"", 'sweet possession, j. daniels', 'savor you, emily snow', 'allure, nina lane', 'taint, s.l. jennings', 'three is a war, pam godwin', 'until november, aurora rose reynolds', 'the ex games 2, j.s. cooper', 'newly exposed, meghan quinn', 'found in you, laurelin paige', 'pídeme lo que quieras, megan maxwell', 'beautiful bombshell, christina lauren', 'unattainable, madeline sheehan', 'collide, gail mchugh', 'tied with me, kristen proby', 'fixed on you, laurelin paige', 'slade, victoria ashley', ""gabriel's redemption, sylvain reynard"", 'rogue, katy evans', 'command me, geneva lee', 'beautiful player, christina lauren', 'leave me breathless, cherrie lynn', ""gabriel's inferno, sylvain reynard"", 'pídeme lo que quieras, o déjame, megan maxwell', 'tool, sabrina paige', 'beautiful bastard, christina lauren', 'forever with you, laurelin paige', 'painted faces, l.h. cosway', 'good girl gone badd, jasinda wilder', 'sweet obsession, j. daniels', 'rock with me, kristen proby', 'more than meets the ink, elle aycart', 'promises, promises, josie bordeaux', 'stardust, mimi strong']"
150,"['groundswell, charlene li', 'the new rules of marketing and pr, david meerman scott', 'how to market a book, joanna penn', ""this i know, terry o'reilly"", ""robert's rules of order, henry martyn robert""]"
151,"['where the red fern grows, wilson rawls', 'a gathering of days, joan w. blos', 'the house of dies drear, virginia hamilton', 'caddie woodlawn, carol ryrie brink', 'little house by boston bay, melissa wiley', 'little lord fauntleroy, frances hodgson burnett', 'little house in the big woods, laura ingalls wilder', 'the secret garden, frances hodgson burnett', 'old yeller, fred gipson', 'heidi, johanna spyri', 'number the stars, lois lowry', 'the trumpeter of krakow, eric p. kelly', 'sounder, william h. armstrong', 'the young black stallion, walter farley', 'betsy and tacy go downtown, maud hart lovelace', 'madame doubtfire, anne fine', 'the courage of sarah noble, alice dalgliesh', ""mr. popper's penguins, richard atwater"", 'the slave dancer, paula fox', ""thank you m'am, langston hughes"", 'the wolves of willoughby chase, joan aiken', 'the long winter, laura ingalls wilder', 'pollyanna grows up, eleanor h. porter', 'farmer boy, laura ingalls wilder', 'little house in brookfield, maria d. wilkes', 'the black stallion and flame, walter farley', 'party shoes, noel streatfeild', 'anne of green gables, mariah marsden', 'ballet shoes for anna, noel streatfeild', ""my friend flicka, mary o'hara"", 'the black stallion and satan, walter farley', 'five little peppers and how they grew, margaret sidney', 'little women, lucia monfried', 'by the shores of silver lake, laura ingalls wilder', 'the saturdays, elizabeth enright', 'the children of noisy village, astrid lindgren', 'pollyanna, eleanor h. porter', 'summer of the monkeys, wilson rawls', 'a bolsa amarela, lygia bojunga nunes', '...and now miguel, joseph krumgold', 'first term at malory towers, enid blyton', 'mandy, julie andrews edwards', 'emily of deep valley, maud hart lovelace', 'betsy-tacy and tib, maud hart lovelace', 'dancing shoes, noel streatfeild', 'the moorchild, eloise jarvis mcgraw', 'running out of time, margaret peterson haddix', 'second form at malory towers, enid blyton', 'the four-story mistake, elizabeth enright', 'eight cousins, louisa may alcott', 'tajemniczy ogród, frances hodgson burnett', 'the little house collection, laura ingalls wilder', 'the invention of hugo cabret, brian selznick', 'the mystery of the cupboard, lynne reid banks', 'the railway children, e. nesbit', 'baby-sitters club boxed set #1, ann m. martin', 'more all-of-a-kind family, sydney taylor', 'the secret of the indian, lynne reid banks', 'johnny tremain, esther forbes', 'starring sally j. freedman as herself, judy blume', 'on the banks of plum creek, laura ingalls wilder', 'roll of thunder, hear my cry, mildred d. taylor', 'the door in the wall, marguerite de angeli', 'skylark, patricia maclachlan', 'rebecca of sunnybrook farm, kate douglas wiggin', 'little house on rocky ridge, roger lea macbride', 'jacob have i loved, katherine paterson', 'die kinder aus bullerbü, astrid lindgren', 'ana la de tejas verdes, l.m. montgomery', 'upper fourth at malory towers, enid blyton', 'the pushcart war, jean merrill', 'little town on the prairie, laura ingalls wilder', 'zora and me, victoria bond', 'sadako and the thousand paper cranes, eleanor coerr', 'last term at malory towers, enid blyton', 'all-of-a-kind family downtown, sydney taylor', 'ella of all-of-a-kind family, sydney taylor', 'the whipping boy, sid fleischman', 'the white stag, kate seredy', 'anne auf green gables, l.m. montgomery', ""the island stallion's fury, walter farley"", ""claudine at st clare's, enid blyton"", 'white stallion of lipizza, marguerite henry', 'across the rolling river, celia wilkins', 'ascolta il mio cuore, bianca pitzorno', 'anne of green gables, l.m. montgomery', 'hitty, her first hundred years, rachel field', 'ania z zielonego wzgórza, l.m. montgomery', 'all-of-a-kind family uptown, sydney taylor', 'sarah, plain and tall, patricia maclachlan', 'the adventures of laura & jack, laura ingalls wilder', 'all-of-a-kind family, sydney taylor', 'the first four years, laura ingalls wilder', 'little house on the prairie boxed set, laura ingalls wilder', 'gay-neck, dhan gopal mukerji', 'a little princess, frances hodgson burnett', 'ballet shoes, noel streatfeild', 'the island stallion, walter farley', 'call it courage, armstrong sperry', 'the great brain, john d. fitzgerald', 'little house on the prairie, laura ingalls wilder', 'the complete anne of green gables, l.m. montgomery', 'the marvels, brian selznick', 'betsy-tacy, maud hart lovelace', 'the bronze bow, elizabeth george speare', 'ferien auf saltkrokan, astrid lindgren', 'the return of the indian, lynne reid banks']"
